filename,score
Hie2022_REGN10987_Kd_0_pdb.npz,1.29842
Hie2022_REGN10987_Kd_9_pdb.npz,1.2735553
Hie2022_REGN10987_Kd_3_pdb.npz,1.2928556
Hie2022_REGN10987_Kd_10_pdb.npz,1.2804564
Hie2022_REGN10987_Kd_4_pdb.npz,1.2986699
Hie2022_REGN10987_Kd_2_pdb.npz,1.3321068
Hie2022_REGN10987_Kd_1_pdb.npz,1.2716322
Hie2022_REGN10987_Kd_11_pdb.npz,1.2558994
Hie2022_REGN10987_Kd_5_pdb.npz,1.2804753
Hie2022_REGN10987_Kd_6_pdb.npz,1.2750373
Hie2022_REGN10987_Kd_12_pdb.npz,1.2460977
Hie2022_REGN10987_Kd_8_pdb.npz,1.2735028
Hie2022_REGN10987_Kd_7_pdb.npz,1.2879889
