filename,score
Hie2022_C143_Kd_5_pdb.npz,1.4049166
Hie2022_C143_Kd_1_pdb.npz,1.4242613
Hie2022_C143_Kd_8_pdb.npz,1.4154818
Hie2022_C143_Kd_2_pdb.npz,1.4257133
Hie2022_C143_Kd_7_pdb.npz,1.3969506
Hie2022_C143_Kd_4_pdb.npz,1.3856091
Hie2022_C143_Kd_3_pdb.npz,1.4228705
Hie2022_C143_Kd_15_pdb.npz,1.4007592
Hie2022_C143_Kd_12_pdb.npz,1.391888
Hie2022_C143_Kd_11_pdb.npz,1.4139806
Hie2022_C143_Kd_13_pdb.npz,1.3883872
Hie2022_C143_Kd_6_pdb.npz,1.3926356
Hie2022_C143_Kd_10_pdb.npz,1.4035423
Hie2022_C143_Kd_0_pdb.npz,1.4004861
Hie2022_C143_Kd_14_pdb.npz,1.3695588
Hie2022_C143_Kd_9_pdb.npz,1.4046919
